Item Name,Book Price,,Price Per foot or Unit,,Price if Purchased Per:,,,Bid Labor Per Foot or Unit,DCI / UPC
 PDI-PRESS DIFF IND-CAL,$0.00,X,, ,$0.00,X,0,2.00,
 DPT-DIFF PRESS TRANS-C,$0.00,X,, ,$0.00,X,0,2.00,
 PS-PRESS SWITCH-CALIBR,$0.00,X,, ,$0.00,X,0,0.50,
 ZSO-SWITCH-CALIBRATE O,$0.00,X,, ,$0.00,X,0,1.00,
 PSL- PRESS SAFETY LOW-,$0.00,X,, ,$0.00,X,0,1.00,
 TSH-TEMP SAFETY HIGH-C,$0.00,X,, ,$0.00,X,0,2.00,
 AT-GAS DETECTOR-CALIBR,$0.00,X,, ,$0.00,X,0,2.00,
 PCV-PRESS CONTROL VALV,$0.00,X,, ,$0.00,X,0,2.00,
 DPI-DIFF PRESS IND-CAL,$0.00,X,, ,$0.00,X,0,2.00,
 PV-PRESSURE VALVE-CALI,$0.00,X,, ,$0.00,X,0,2.00,
 FV-CONTROL VALVE-CALIB,$0.00,X,, ,$0.00,X,0,2.00,
 PSE-PRESS RELIEF VALVE,$0.00,X,, ,$0.00,X,0,2.00,
 PSH-PRESS SAFETY HIGH-,$0.00,X,, ,$0.00,X,0,2.00,
 SV-SOLENOID VALVE-CALI,$0.00,X,, ,$0.00,X,0,0.50,
instrument misc items,$0.00, ,, ,$0.00, ,0,,
"3/4"" GAUGE VALVE",$0.00,Q,, ,$0.00,Q,0,1.00,
"1/2"" BLEEDER VALVE",$0.00,Q,, ,$0.00,Q,0,0.50,
"1/2"" X3"" NIPPLE",$0.00,Q,, ,$0.00,Q,0,0.30,
"1/2"" PIPE PLUG",$0.00,Q,, ,$0.00,Q,0,0.30,
"3/8"" TUBING VALVE",$0.00,Q,, ,$0.00,Q,0,1.00,
"3/8"" TUBING UNION",$0.00,Q,, ,$0.00,Q,0,0.30,
"3/8"" TUBING PLUG",$0.00,Q,, ,$0.00,Q,0,0.30,
"1/2"" x 6"" NIPPLE",$0.00,Q,, ,$0.00,Q,0,0.30,
"1/2""3 VALVE MANIFOLD",$0.00,Q,, ,$0.00,Q,0,1.00,
"1/2"" Ball Valve",$0.00,Q,, ,$0.00,Q,0,1.00,
"1/4"" Bug Screen",$0.00,Q,, ,$0.00,Q,0,0.15,
"1/4"" FNPT Filter-NORG",$0.00,Q,, ,$0.00,Q,0,1.00,
"1/4"" MALE BRANCH TEE",$0.00,Q,, ,$0.00,Q,0,0.30,
"1/4"" FNPT PURGE METER",$0.00,Q,, ,$0.00,Q,0,0.50,
"3/4"" MNPT THERMOWELL",$0.00,Q,, ,$0.00,Q,0,,
FISHER REG W/GUAGE,$0.00,Q,, ,$0.00,Q,0,1.00,
"1/4"" AIR FILTER REG-FIS",$0.00,Q,, ,$0.00,Q,0,0.50,
"ISA REGULATOR1/4"" NPT S",$0.00,Q,, ,$0.00,Q,0,0.30,
"3/8"" TUBING VALVE-WHITE",$0.00,Q,, ,$0.00,Q,0,0.30,
"1/2""316 NEEDLE VALVE-WH",$0.00,Q,, ,$0.00,Q,0,0.50,
3/8' SS BALL VALVE-WHIT,$0.00,Q,, ,$0.00,Q,0,1.00,
"1/2""316SS GATE VALVE",$0.00,Q,, ,$0.00,Q,0,1.00,
"1/2"" BALL Valve CS-SCR'",$0.00,Q,, ,$0.00,Q,0,0.50,
"1/2"" BLEEDER VALVE-WHIT",$0.00,Q,, ,$0.00,Q,0,0.50,
"GAUGE VALVE 316SS-3/4"" ",$0.00,Q,, ,$0.00,Q,0,0.50,
"1/2"" SS Plug",$0.00,Q,, ,$0.00,Q,0,0.30,
"3/8"" TUBING CK VALVE",$0.00,Q,, ,$0.00,Q,0,0.50,
"1/2"" TUBING BALL VALVE-",$0.00,Q,, ,$0.00,Q,0,0.50,
"1/2"" CHECK VALVE",$0.00,Q,, ,$0.00,Q,0,0.50,
"1/4"" BALL VALVE316 SS-W",$0.00,Q,, ,$0.00,Q,0,0.40,
"3/4"" Ball Valve Scrd",$0.00,Q,, ,$0.00,Q,0,0.50,
"1"" Ball Valve CS",$0.00,Q,, ,$0.00,Q,0,0.50,
"1/2"" x1/2"" GAUGE VALVE",$0.00,Q,, ,$0.00,Q,0,0.50,
"1/2"" Dia. GLOVE VALVE",$0.00,Q,, ,$0.00,Q,0,0.45,
"3/4""MNPT X1/2""FNPT-GAUG",$0.00,Q,, ,$0.00,Q,0,0.50,
SAMPLE SCOOP FBO,$0.00,Q,, ,$0.00,Q,0,2.00,
COALESCING AIR FILTER-1,$0.00,Q,, ,$0.00,Q,0,0.50,
Install PSV,$0.00,Q,, ,$0.00,Q,0,1.00,
"1/4"" FISHER REGULATOR-W",$0.00,Q,, ,$0.00,Q,0,1.00,
"1/4"" FNPT PURGE METER-D",$0.00,Q,, ,$0.00,Q,0,0.50,
"1/2"" X3"" NIPPLE",$0.00,Q,, ,$0.00,Q,0,0.50,
"3/4"" NPT TEST THERMOWEL",$0.00,Q,, ,$0.00,Q,0,0.50,
equipment rental,$0.00, ,, ,$0.00, ,0,,
delivery & pick-up char,$0.00, ,, ,$0.00, ,0,,
DELIVERY CHARGE TRACTOR,$80.00,E,$80.00, ,$80.00,E,0,0.00,
DELIVERY CHARGE STAKE B,$65.00,E,$65.00, ,$65.00,E,0,0.00,
PICK-UP TRACTOR TRAILER,$80.00,E,$80.00, ,$80.00,E,0,0.00,
PICK-UP STAKE BED,$65.00,E,$65.00, ,$65.00,E,0,0.00,
"air compressors, portab",$0.00, ,, ,$0.00, ,0,,
GAS GENERATOR 105 CFM 1,$74.22,E,$74.22, ,$74.22,E,0,0.00,
GAS GENERATOR 185 CFM 1,$98.37,E,$98.37, ,$98.37,E,0,0.00,
GAS GENERATOR 250 CFM 1,$104.03,E,$104.03, ,$104.03,E,0,0.00,
GAS GENERATOR 315 CFM 1,$131.94,E,$131.94, ,$131.94,E,0,0.00,
DIESEL GEN 105 CFM 1-DA,$78.33,E,$78.33, ,$78.33,E,0,0.00,
DIESEL GEN 190 CFM 1-DA,$116.18,E,$116.18, ,$116.18,E,0,0.00,
DIESEL GEN 250 CFM 1-DA,$144.32,E,$144.32, ,$144.32,E,0,0.00,
DIESEL GEN 500 CFM 1-DA,$227.96,E,$227.96, ,$227.96,E,0,0.00,
DIESEL GEN 600CFM 1-DAY,$334.27,E,$334.27, ,$334.27,E,0,0.00,
JACK HAMMER 1-DAY,$29.95,E,$29.95, ,$29.95,E,0,0.00,
PAVEMENT BREAKER 1-DAY,$1.81,E,$1.81, ,$1.81,E,0,0.00,
MOIL POINT 1-DAY,$2.42,E,$2.42, ,$2.42,E,0,0.00,
CHISEL POINT 1-DAY,$2.42,E,$2.42, ,$2.42,E,0,0.00,
ASPHALT CUTTER 1-DAY,$3.08,E,$3.08, ,$3.08,E,0,0.00,
SPADE 1-DAY,$3.08,E,$3.08, ,$3.08,E,0,0.00,
TAMPER 1-DAY,$4.93,E,$4.93, ,$4.93,E,0,0.00,
AIR HOSE 25' 1-DAY,$3.02,E,$3.02, ,$3.02,E,0,0.00,
AIR HOSE 50' 1-DAY,$5.93,E,$5.93, ,$5.93,E,0,0.00,
GAS POWERED TAMPER 1-DA,$37.24,E,$37.24, ,$37.24,E,0,0.00,
conductor stringing,$0.00, ,, ,$0.00, ,0,,
"REEL CART/STAND 72"" 1-D",$18.76,E,$18.76, ,$18.76,E,0,0.00,
"REEL CART/STAND 96"" 1-D",$25.01,E,$25.01, ,$25.01,E,0,0.00,
"REEL CART/STAND 108"" 1-",$31.27,E,$31.27, ,$31.27,E,0,0.00,
SINGLE PULLER 5000# 1-D,$207.71,E,$207.71, ,$207.71,E,0,0.00,
"SINGLE PULLER 15,000# 1",$474.78,E,$474.78, ,$474.78,E,0,0.00,
"SINGLE PULLER 30,000# 1",$771.51,E,$771.51, ,$771.51,E,0,0.00,
"SINGLE TENSIONER 5,000#",$118.69,E,$118.69, ,$118.69,E,0,0.00,
"SINGLE TENSIONER 15,000",$398.81,E,$398.81, ,$398.81,E,0,0.00,
"SINGLE TENSIONER 30,000",$569.73,E,$569.73, ,$569.73,E,0,0.00,
DBL TENSIONER-BUNDLED 5,$199.41,E,$199.41, ,$199.41,E,0,0.00,
DBL TENSIONER-BUNDLED 1,$581.60,E,$581.60, ,$581.60,E,0,0.00,
DBL TENSIONER-BUNDLED 3,$724.03,E,$724.03, ,$724.03,E,0,0.00,
TRIPLE TENSIONER-BUND 5,$398.81,E,$398.81, ,$398.81,E,0,0.00,
TRIPLE TENSIONER-BUND 1,$564.98,E,$564.98, ,$564.98,E,0,0.00,
TRIPLE TENSIONER-BUND 3,"$1,462.31",E,"$1,462.31", ,"$1,462.31",E,0,0.00,
POLE MOUNTED TENSIONER ,$89.02,E,$89.02, ,$89.02,E,0,0.00,
REEL WINDER 1-DAY,$71.71,E,$71.71, ,$71.71,E,0,0.00,
CABLE PULL W/REEL WIND ,$143.88,E,$143.88, ,$143.88,E,0,0.00,
"REEL CARRIER 20,000# 1-",$102.77,E,$102.77, ,$102.77,E,0,0.00,
connection/splicing too,$0.00, ,, ,$0.00, ,0,,
"18"" BOLT CUTTER 1-DAY",$0.82,E,$0.82, ,$0.82,E,0,0.00,
"24"" BOLT CUTTER 1-DAY",$0.98,E,$0.98, ,$0.98,E,0,0.00,
"30"" BOLT CUTTER 1-DAY",$1.39,E,$1.39, ,$1.39,E,0,0.00,
"36"" BOLT CUTTER 1-DAY",$1.63,E,$1.63, ,$1.63,E,0,0.00,
250 MCM MANUAL CABLE CU,$1.56,E,$1.56, ,$1.56,E,0,0.00,
1000 MCM MANUAL CABLE C,$1.95,E,$1.95, ,$1.95,E,0,0.00,
1000 MCM HYDRAULIC CBL ,$13.50,E,$13.50, ,$13.50,E,0,0.00,
8-2 MANUAL CRIMPER W/DI,$1.48,E,$1.48, ,$1.48,E,0,0.00,
8-500 MANUAL CRIMPER W/,$5.17,E,$5.17, ,$5.17,E,0,0.00,
8-500 HYD HAND OP CP WO,$9.16,E,$9.16, ,$9.16,E,0,0.00,
8-500 HYD HAND PUMP CP ,$13.38,E,$13.38, ,$13.38,E,0,0.00,
8-1000 HYD HAND PMP CP ,$30.99,E,$30.99, ,$30.99,E,0,0.00,
HAND OPERATED DIES 1-DA,$1.06,E,$1.06, ,$1.06,E,0,0.00,
HAND PUMP - SMALL DIES ,$1.06,E,$1.06, ,$1.06,E,0,0.00,
HAND PUMP - LARGE DIES ,$2.11,E,$2.11, ,$2.11,E,0,0.00,
HYDRAULIC CABLE BENDER ,$15.22,E,$15.22, ,$15.22,E,0,0.00,
drills rock,$0.00, ,, ,$0.00, ,0,,
"WAGON WHEELS, WHEEL MTD",$24.67,E,$24.67, ,$24.67,E,0,0.00,
"WAGON DRILLS, WHEEL MTD",$78.30,E,$78.30, ,$78.30,E,0,0.00,
"WAGON DRILLS CRAWLER 4""",$210.44,E,$210.44, ,$210.44,E,0,0.00,
WAGON DRILLS CRAWLER 4 ,$222.67,E,$222.67, ,$222.67,E,0,0.00,
WAGON DRILLS CRAWLER 4 ,$243.23,E,$243.23, ,$243.23,E,0,0.00,
"WAGON DRILLS CRAWLER 5""",$291.19,E,$291.19, ,$291.19,E,0,0.00,
"WAGON DRILLS CRAWLER 6""",$376.83,E,$376.83, ,$376.83,E,0,0.00,
"DRILL STEEL 1 1/4""  2-F",$1.82,E,$1.82, ,$1.82,E,0,0.00,
"DRILL STEEL 1 1/4""  4-F",$2.13,E,$2.13, ,$2.13,E,0,0.00,
"DRILL STEEL 1 1/4""  6-F",$2.74,E,$2.74, ,$2.74,E,0,0.00,
"DRILL STEEL 1 1/4""  8-F",$3.34,E,$3.34, ,$3.34,E,0,0.00,
"DRILL STEEL 1 1/4""  10-",$5.62,E,$5.62, ,$5.62,E,0,0.00,
"DRILL STEEL 1 1/4""  12-",$6.08,E,$6.08, ,$6.08,E,0,0.00,
"DRILL STEEL 1 1/4""  14-",$6.38,E,$6.38, ,$6.38,E,0,0.00,
"DRILL STEEL 1 1/4""  16-",$6.69,E,$6.69, ,$6.69,E,0,0.00,
"DRILL STEEL 1 1/4""  18-",$7.29,E,$7.29, ,$7.29,E,0,0.00,
"DRILL STEEL 1 1/4""  20-",$7.60,E,$7.60, ,$7.60,E,0,0.00,
"DRILL STEEL 1 1/4""  24-",$9.12,E,$9.12, ,$9.12,E,0,0.00,
"DRILL STEEL 1 1/4""  30-",$10.64,E,$10.64, ,$10.64,E,0,0.00,
equipment handling,$0.00, ,, ,$0.00, ,0,,
2 WHEEL HAND TRUCK 1-DA,$1.71,E,$1.71, ,$1.71,E,0,0.00,
4 WHEEL HAND TRUCK 1-DA,$3.25,E,$3.25, ,$3.25,E,0,0.00,
"HAND PALLET TRUCK 5,500",$8.35,E,$8.35, ,$8.35,E,0,0.00,
FORKLIFT ELEC 5000 # 1-,$99.35,E,$99.35, ,$99.35,E,0,0.00,
FORKLIFT GAS 1000 # AIR,$64.58,E,$64.58, ,$64.58,E,0,0.00,
FORKLIFT GAS 2000 # AIR,$82.15,E,$82.15, ,$82.15,E,0,0.00,
FORKLIFT GAS 3000 # AIR,$89.18,E,$89.18, ,$89.18,E,0,0.00,
FORKLIFT GAS 4000 # AIR,$108.51,E,$108.51, ,$108.51,E,0,0.00,
FORKLIFT GAS 5000 # AIR,$109.39,E,$109.39, ,$109.39,E,0,0.00,
FORKLIFT GAS 6000 # AIR,$131.36,E,$131.36, ,$131.36,E,0,0.00,
FORKLIFT GAS 8000 # AIR,$153.83,E,$153.83, ,$153.83,E,0,0.00,
FORKLIFT GAS 1000 # SOL,$55.35,E,$55.35, ,$55.35,E,0,0.00,
FORKLIFT GAS 2000 # SOL,$70.73,E,$70.73, ,$70.73,E,0,0.00,
FORKLIFT GAS 3000 # SOL,$76.88,E,$76.88, ,$76.88,E,0,0.00,
FORKLIFT GAS 4000 # SOL,$93.14,E,$93.14, ,$93.14,E,0,0.00,
FORKLIFT GAS 5000 # SOL,$94.45,E,$94.45, ,$94.45,E,0,0.00,
FORKLIFT GAS 6000 # SOL,$112.91,E,$112.91, ,$112.91,E,0,0.00,
FORKLIFT GAS 7000 # SOL,$130.92,E,$130.92, ,$130.92,E,0,0.00,
FORKLIFT GAS 8000 # SOL,$136.19,E,$136.19, ,$136.19,E,0,0.00,
FORKLIFT GAS 9000 # SOL,$158.16,E,$158.16, ,$158.16,E,0,0.00,
FORKLIFT GAS 10000 # SO,$175.29,E,$175.29, ,$175.29,E,0,0.00,
FORKLIFT CONST 4000 # T,$149.03,E,$149.03, ,$149.03,E,0,0.00,
FORKLIFT CONST 5000 # T,$182.14,E,$182.14, ,$182.14,E,0,0.00,
FORKLIFT CONST 6000 # T,$198.70,E,$198.70, ,$198.70,E,0,0.00,
FORKLIFT CONST 15000 # ,$248.38,E,$248.38, ,$248.38,E,0,0.00,
FORKLIFT CONST 16000 # ,$281.49,E,$281.49, ,$281.49,E,0,0.00,
SMALL DOLLY 1-DAY,$1.50,E,$1.50, ,$1.50,E,0,0.00,
LARGE DOLLY 1-DAY,$2.40,E,$2.40, ,$2.40,E,0,0.00,
DOLLY 15 TON KIT MACHIN,$9.33,E,$9.33, ,$9.33,E,0,0.00,
DUTCHMAN WHEEL TYPE PRY,$7.63,E,$7.63, ,$7.63,E,0,0.00,
PALLET JACK HYD 4000 # ,$9.64,E,$9.64, ,$9.64,E,0,0.00,
PALLET JACK HYD 6000 # ,$17.57,E,$17.57, ,$17.57,E,0,0.00,
ROLLING JACK 1-DAY,$7.64,E,$7.64, ,$7.64,E,0,0.00,
METAL LOADING RAMP 1-DA,$8.26,E,$8.26, ,$8.26,E,0,0.00,
MANUAL TELESCOPE MAT LI,$11.20,E,$11.20, ,$11.20,E,0,0.00,
ELEC TELESCOPE MAT LIFT,$24.79,E,$24.79, ,$24.79,E,0,0.00,
lift cranes,$0.00, ,, ,$0.00, ,0,,
HYDRAULIC LIFT CRANE 5-,$229.11,E,$229.11, ,$229.11,E,0,0.00,
HYDRAULIC LIFT CRANE 10,$322.40,E,$322.40, ,$322.40,E,0,0.00,
HYDRAULIC LIFT CRANE 15,$364.34,E,$364.34, ,$364.34,E,0,0.00,
TRUCK MTD LIFT CRANE 20,$232.10,E,$232.10, ,$232.10,E,0,0.00,
TRUCK MTD LIFT CRANE 25,$629.04,E,$629.04, ,$629.04,E,0,0.00,
TRUCK MTD LIFT CRANE 30,$767.92,E,$767.92, ,$767.92,E,0,0.00,
TRUCK MTD LIFT CRANE 40,$861.05,E,$861.05, ,$861.05,E,0,0.00,
TRUCK MTD LIFT CRANE 50,"$1,004.83",E,"$1,004.83", ,"$1,004.83",E,0,0.00,
TRUCK MTD LIFT CRANE 90,"$1,049.56",E,"$1,049.56", ,"$1,049.56",E,0,0.00,
CRAWLER LIFT CRANE 15-T,$380.71,E,$380.71, ,$380.71,E,0,0.00,
CRAWLER LIFT CRANE 20-T,$413.55,E,$413.55, ,$413.55,E,0,0.00,
CRAWLER LIFT CRANE 25-T,$504.44,E,$504.44, ,$504.44,E,0,0.00,
CRAWLER LIFT CRANE 30-T,$593.04,E,$593.04, ,$593.04,E,0,0.00,
CRAWLER LIFT CRANE 35-T,$641.23,E,$641.23, ,$641.23,E,0,0.00,
CRAWLER LIFT CRANE 45-T,$667.17,E,$667.17, ,$667.17,E,0,0.00,
CRAWLER LIFT CRANE 60-T,$700.54,E,$700.54, ,$700.54,E,0,0.00,
truck carriers,$0.00, ,, ,$0.00, ,0,,
TRACK CARRIER 1-DAY,$252.80,E,$252.80, ,$252.80,E,0,0.00,
ADD: EARTH AUGER 1-DAY,$37.55,E,$37.55, ,$37.55,E,0,0.00,
ADD:TELESCOPING DERRICK,$73.43,E,$73.43, ,$73.43,E,0,0.00,
ADD:HYDRAULIC BOOM 1-DA,$72.20,E,$72.20, ,$72.20,E,0,0.00,
ADD:WINCH 1-DAY,$37.60,E,$37.60, ,$37.60,E,0,0.00,
"TRACTOR WHEEL 40HP, GAS",$108.33,E,$108.33, ,$108.33,E,0,0.00,
"TRACTOR WHEEL 70HP, GAS",$172.51,E,$172.51, ,$172.51,E,0,0.00,
"TRACTOR WHEEL 80HP, GAS",$225.32,E,$225.32, ,$225.32,E,0,0.00,
"TRACTOR WHEEL 90HP, GAS",$247.86,E,$247.86, ,$247.86,E,0,0.00,
"TRACTOR WHEEL 40HP, DIE",$149.61,E,$149.61, ,$149.61,E,0,0.00,
"TRACTOR WHEEL 70HP, DIE",$236.97,E,$236.97, ,$236.97,E,0,0.00,
"TRACTOR WHEEL 80HP, DIE",$247.86,E,$247.86, ,$247.86,E,0,0.00,
"TRACTOR WHEEL 90HP, DIE",$265.88,E,$265.88, ,$265.88,E,0,0.00,
"TRACTOR WHEEL 105HP, DI",$325.96,E,$325.96, ,$325.96,E,0,0.00,
"CRAWLER, DIESEL 33HP 1-",$209.19,E,$209.19, ,$209.19,E,0,0.00,
"CRAWLER, DIESEL 43HP 1-",$224.35,E,$224.35, ,$224.35,E,0,0.00,
"CRAWLER, DIESEL 52HP 1-",$265.19,E,$265.19, ,$265.19,E,0,0.00,
"CRAWLER, DIESEL 62HP 1-",$265.67,E,$265.67, ,$265.67,E,0,0.00,
"CRAWLER, DIESEL 72HP 1-",$305.97,E,$305.97, ,$305.97,E,0,0.00,
"CRAWLER, DIESEL 95HP 1-",$373.41,E,$373.41, ,$373.41,E,0,0.00,
"CRAWLER, DIESEL  115HP ",$459.15,E,$459.15, ,$459.15,E,0,0.00,
"CRAWLER, DIESEL  135HP ",$573.41,E,$573.41, ,$573.41,E,0,0.00,
"CRAWLER, DIESEL  200HP ",$642.22,E,$642.22, ,$642.22,E,0,0.00,
"CRAWLER, DIESEL  250HP ",$935.56,E,$935.56, ,$935.56,E,0,0.00,
"CRAWLER, DIESEL  300HP ","$1,035.38",E,"$1,035.38", ,"$1,035.38",E,0,0.00,
"CRAWLER, DIESEL  350HP ","$1,135.38",E,"$1,135.38", ,"$1,135.38",E,0,0.00,
"CRAWLER, DIESEL  400HP ","$1,226.00",E,"$1,226.00", ,"$1,226.00",E,0,0.00,
"CRAWLER, DIESEL OVER 40","$1,355.62",E,"$1,355.62", ,"$1,355.62",E,0,0.00,
ADD FOR: DOZER 1-DAY,$20.53, ,, ,$20.53,E,0,0.00,
ADD FOR: BACKHOE 1-DAY,$52.62, ,, ,$52.62,E,0,0.00,
ADD FOR: AUGER 1-DAY,$28.23, ,, ,$28.23,E,0,0.00,
ADD FOR: LOADER 1-DAY,$28.23, ,, ,$28.23,E,0,0.00,
ADD FOR: WINCH 1-DAY,$28.23, ,, ,$28.23,E,0,0.00,
trailers,$0.00, ,, ,$0.00, ,0,,
PLATFORM TRAILER 10 TON,$28.74,E,$28.74, ,$28.74,E,0,0.00,
PLATFORM TRAILER 15 TON,$55.17,E,$55.17, ,$55.17,E,0,0.00,
PLATFORM TRAILER 25 TON,$62.07,E,$62.07, ,$62.07,E,0,0.00,
TILTING PLATFORM 10 TON,$53.16,E,$53.16, ,$53.16,E,0,0.00,
TILTING PLATFORM 20 TON,$61.79,E,$61.79, ,$61.79,E,0,0.00,
LOW BED SGL AXLE 10 TON,$41.86,E,$41.86, ,$41.86,E,0,0.00,
LOW BED SGL AXLE 20 TON,$49.33,E,$49.33, ,$49.33,E,0,0.00,
LOW BED TANDEM AXLE 20 ,$74.75,E,$74.75, ,$74.75,E,0,0.00,
LOW BED TANDEM AXLE 30 ,$101.65,E,$101.65, ,$101.65,E,0,0.00,
LOW BED TANDEM AXLE 40 ,$125.57,E,$125.57, ,$125.57,E,0,0.00,
POLE TYPE SGL AXLE 10 T,$41.18,E,$41.18, ,$41.18,E,0,0.00,
POLE TYPE TAN AXLE 20 T,$68.36,E,$68.36, ,$68.36,E,0,0.00,
FIFTH WHEEL DOLLY 10 TO,$23.23, ,, ,$23.23,E,0,0.00,
FIFTH WHEEL DOLLY 20 TO,$33.19, ,, ,$33.19,E,0,0.00,
STORAGE SEMI USED 1-DAY,$18.02,E,$18.02, ,$18.02,E,0,0.00,
OFFICE 10' X 20' 1-DAY,$21.17,E,$21.17, ,$21.17,E,0,0.00,
OFFICE 10' X 30' 1-DAY,$39.69,E,$39.69, ,$39.69,E,0,0.00,
OFFICE 12' X 30' 1-DAY,$39.69,E,$39.69, ,$39.69,E,0,0.00,
OFFICE 12' X 40' 1-DAY,$46.30,E,$46.30, ,$46.30,E,0,0.00,
truck tractors,$0.00, ,, ,$0.00, ,0,,
"GASOLINE 4 X 2, 5-TON 1",$74.94,E,$74.94, ,$74.94,E,0,0.00,
"GASOLINE 4 X 2, 10-TON ",$92.30,E,$92.30, ,$92.30,E,0,0.00,
"GASOLINE 4 X 2, 15-TON ",$138.40,E,$138.40, ,$138.40,E,0,0.00,
"GASOLINE 4 X 4, 15-TON ",$103.74,E,$103.74, ,$103.74,E,0,0.00,
"GASOLINE 4 X 4, 10-TON ",$68.47,E,$68.47, ,$68.47,E,0,0.00,
"GASOLINE 4 X 4, 20-TON ",$142.12,E,$142.12, ,$142.12,E,0,0.00,
"GASOLINE 6 X 4, 15-TON ",$103.74,E,$103.74, ,$103.74,E,0,0.00,
"GASOLINE 6 X 4, 20-TON ",$129.66,E,$129.66, ,$129.66,E,0,0.00,
"GASOLINE 6 X 4, 25-TON ",$164.96,E,$164.96, ,$164.96,E,0,0.00,
"GASOLINE 6 X 4, 30-TON ",$181.17,E,$181.17, ,$181.17,E,0,0.00,
"GASOLINE 6 X 4, 40-TON ",$224.75,E,$224.75, ,$224.75,E,0,0.00,
"DIESEL 4 X 2, 5-TON 1-D",$74.94,E,$74.94, ,$74.94,E,0,0.00,
"DIESEL 4 X 2, 10-TON 1-",$128.70,E,$128.70, ,$128.70,E,0,0.00,
"DIESEL 4 X 2, 15-TON 1-",$186.62,E,$186.62, ,$186.62,E,0,0.00,
"DIESEL 4 X 2, 20-TON 1-",$229.09,E,$229.09, ,$229.09,E,0,0.00,
"DIESEL 4 X 4, 10-TON 1-",$118.27,E,$118.27, ,$118.27,E,0,0.00,
"DIESEL 4 X 4, 15-TON 1-",$143.17,E,$143.17, ,$143.17,E,0,0.00,
"DIESEL 6 X 4, 15-TON 1-",$159.78,E,$159.78, ,$159.78,E,0,0.00,
"DIESEL 4 X 4, 20-TON 1-",$164.96,E,$164.96, ,$164.96,E,0,0.00,
"DIESEL 6 X 4, 25-TON 1-",$213.73,E,$213.73, ,$213.73,E,0,0.00,
"DIESEL 6 X 4, 30-TON 1-",$226.17,E,$226.17, ,$226.17,E,0,0.00,
"DIESEL 6 X 6,  1-DAY",$254.19,E,$254.19, ,$254.19,E,0,0.00,
trenchers,$0.00, ,, ,$0.00, ,0,,
WALKING TYPE 4' DEPTH 1,$128.56,E,$128.56, ,$128.56,E,0,0.00,
RIDING TYPE 5' DEPTH 1-,$358.86,E,$358.86, ,$358.86,E,0,0.00,
CRAWLER TYPE 6' DEPTH 1,$531.89,E,$531.89, ,$531.89,E,0,0.00,
LINE LAYER 7' DEPTH 1-D,$255.34,E,$255.34, ,$255.34,E,0,0.00,
pipe pushers,$0.00, ,, ,$0.00, ,0,,
HYDRAULIC PIPE PUSHER 1,$29.88,E,$29.88, ,$29.88,E,0,0.00,
RAMMER PIPE PUSHER 1-DA,$47.81,E,$47.81, ,$47.81,E,0,0.00,
line truckes & bucket t,$0.00, ,, ,$0.00, ,0,,
2-WHEEL DR LINE TRUCK 1,$85.24,E,$85.24, ,$85.24,E,0,0.00,
2-WHEEL DR LINE TRUCK 1,$92.43,E,$92.43, ,$92.43,E,0,0.00,
2-WHEEL DR LINE TRUCK 2,$98.60,E,$98.60, ,$98.60,E,0,0.00,
2-WHEEL DR LINE TRUCK 2,$117.08,E,$117.08, ,$117.08,E,0,0.00,
4-WHEEL DR LINE TRUCK 1,$99.62,E,$99.62, ,$99.62,E,0,0.00,
4-WHEEL DR LINE TRUCK 1,$105.27,E,$105.27, ,$105.27,E,0,0.00,
4-WHEEL DR LINE TRUCK 2,$134.54,E,$134.54, ,$134.54,E,0,0.00,
4-WHEEL DR LINE TRUCK 2,$152.00,E,$152.00, ,$152.00,E,0,0.00,
6-WHEEL DR LINE TRUCK 2,$195.14,E,$195.14, ,$195.14,E,0,0.00,
ADD FOR : HYDRAULIC BOO,$38.32,E,$38.32, ,$38.32,E,0,0.00,
ADD FOR : EARTH AUGER 1,$27.60,E,$27.60, ,$27.60,E,0,0.00,
INSULATED BUCKET TRUCK ,$227.30,E,$227.30, ,$227.30,E,0,0.00,
INSULATED BUCKET TRUCK ,$295.50,E,$295.50, ,$295.50,E,0,0.00,
INSULATED BUCKET TRUCK ,$454.61,E,$454.61, ,$454.61,E,0,0.00,
INSULATED BUCKET TRUCK ,$681.91,E,$681.91, ,$681.91,E,0,0.00,
"trucks, pick-up",$0.00, ,, ,$0.00, ,0,,
2-WHEEL DRIVE UNDER 1/2,$62.75,E,$62.75, ,$62.75,E,0,0.00,
2-WHEEL DRIVE 1/2 TON 1,$69.02,E,$69.02, ,$69.02,E,0,0.00,
2-WHEEL DRIVE 3/4 TON 1,$75.30,E,$75.30, ,$75.30,E,0,0.00,
2-WHEEL DRIVE 1 TON 1-D,$80.68,E,$80.68, ,$80.68,E,0,0.00,
4-WHEEL DRIVE UNDER 1/2,$69.03,E,$69.03, ,$69.03,E,0,0.00,
4-WHEEL DRIVE  1/2 TON ,$86.53,E,$86.53, ,$86.53,E,0,0.00,
4-WHEEL DRIVE  3/4 TON ,$96.16,E,$96.16, ,$96.16,E,0,0.00,
4-WHEEL DRIVE  1 TON 1-,$104.93,E,$104.93, ,$104.93,E,0,0.00,
"trucks, panel",$0.00, ,, ,$0.00, ,0,,
2-WHEEL DRIVE UNDER 1/2,$61.22,E,$61.22, ,$61.22,E,0,0.00,
