Item Name,Price Per foot or Unit,Bid Labor Per Foot or Unit
mc ap hcf cable w/sol c,,
MC-AP-HCF-14/2-SOL-CU,1.45646,0.02
MC-AP-HCF-14/3-SOL-CU,2.10442,0.022
MC-AP-HCF-14/4-SOL-CU,6.01538,0.025
MC-AP-HCF-12/2-SOL-CU,2.0328,0.022
MC-AP-HCF-12/3-SOL-CU,2.6544,0.025
MC-AP-HCF-12/4-SOL-CU,4.7544,0.028
MC-AP-HCF-10/2-SOL-CU,2.856,0.025
MC-AP-HCF-10/3-SOL-CU,5.4096,0.028
MC-AP-HCF-10/4-SOL-CU,8.8032,0.032
mc ap hcf cable w/str c,,
MC-AP-HCF-12/2-STR-CU,2.7888,0.022
MC-AP-HCF-12/3-STR-CU,3.0744,0.025
MC-AP-HCF-12/4-STR-CU,3.4944,0.028
MC-AP-HCF-10/2-STR-CU,3.7128,0.025
MC-AP-HCF-10/3-STR-CU,7.1064,0.028
mc stl hcf cable w/cu w,,
MC-STL-14/4-HCF-CU,1.92346,0.025
mc al hcf cable w/cu wi,,
MC-AL-12/3-HCF-CU,3.0072,0.025
hospital rated cu armor,,
hcf stl w/sol cond armo,,
HCF-AC-STL-14/2-SOL ARM,2.7216,0.02
HCF-AC-STL-14/3-SOL ARM,3.7128,0.022
HCF-AC-STL-14/4-SOL ARM,5.1744,0.025
HCF-AC-STL-12/2-SOL ARM,2.0496,0.022
HCF-AC-STL-12/3-SOL ARM,3.0576,0.025
HCF-AC-STL-12/4-SOL ARM,4.1496,0.028
HCF-AC-STL-10/2-SOL ARM,3.5448,0.025
HCF-AC-STL-10/3-SOL ARM,4.7376,0.028
HCF-AC-STL-10/4-SOL ARM,7.6776,0.032
hcf al w/sol cu wire ar,,
AC-AL-12/2-HCF-SOL-CU,1.83574,0.022
AC-AL-12/3-HCF-SOL-CU,2.78107,0.025
AC-AL-10/2-HCF-SOL-CU,2.84844,0.025
hcf acthh w/g armored c,,
AC-HCF-ACTHH-14/2-W/G,1.848,0.02
AC-HCF-ACTHH-14/3-W/G,3.528,0.022
AC-HCF-ACTHH-14/4-W/G,5.22211,0.025
AC-HCF-ACTHH-10/2-W/G,2.8728,0.025
AC-HCF-ACTHH-10/3-W/G,5.376,0.028
AC-HCF-ACTHH-10/4-W/G,8.232,0.032
hcf stl armored cable,,
AC-HCF-STL-12/2-SOL,1.7472,0.022
AC-HCF-STL-12/3-SOL,2.5536,0.025
hcf al w/str cu wire ar,,
AC-AL-12/2-HCF-STR-CU,2.0328,0.022
AC-AL-12/3-HCF-STR-CU,3.36,0.025
AC-AL-10/2-HCF-STR-CU,2.84536,0.025
mc-pcs cable,,
luminary MC cable,,
mc al solid luminary,,
"12-2 Black,White, Green",2.294,0.022
"12-2 Red,White, Green 1",2.294,0.022
"12-2 Blue,White, Green ",2.294,0.022
"12-2 Brown, Gray, Green",2.294,0.022
"12-2 Orange, Gray, Gree",2.294,0.022
"12-2 Yellow, Gray, Gree",2.294,0.022
"12-3 Black, Red,White, ",2.744,0.025
"12-3 Brown, Orange, Gra",2.744,0.025
"10-2 Black, White, Gree",3.295,0.025
"10-2 Brown, Gray, Green",3.295,0.025
mc al stranded luminary,,
"12-2 Black, White, Gree",2.497,0.022
"12-2 Brown, Gray, Green",2.497,0.022
"12-3 Black, Red, White,",2.986,0.025
"12-3 Brown, Orange, Gra",2.986,0.025
mc galv solid luminary,,
"12-2 Black,White, Green",2.294,0.022
"12-2 Red,White, Green 1",2.294,0.022
"12-2 Blue,White, Green ",2.294,0.022
"12-2 Brown, Gray, Green",2.294,0.022
"12-2 Orange, Gray, Gree",2.294,0.022
"12-2 Yellow, Gray, Gree",2.294,0.022
"12-3 Black, Red,White, ",2.744,0.025
"12-3 Brown, Orange, Gra",2.744,0.025
"10-2 Black,White, Green",3.295,0.025
"10-2 Brown, Gray, Green",3.295,0.025
mc pvc jacketed galv lu,,
"12-2 Black, White, Gree",3.522,0.022
"12-2 Red, White, Green ",3.522,0.022
"12-2 Blue, White, Green",3.522,0.022
"12-2 Brown, Gray, Green",3.522,0.022
"12-2 Orange, Gray, Gree",3.522,0.022
"12-2 Yellow, Gray, Gree",3.522,0.022
"12-3 Black, Red, White,",3.956,0.025
"12-3 Brown, Orange, Gra",3.956,0.025
"10-2 Black, White, Gree",4.76,0.025
"10-2 Brown, Gray, Green",4.76,0.025
mc quoted cable labor o,,
mc cu quoted power cabl,,
14/3 MC PVC CABLE,,0.022
14/4 MC PVC CABLE,,0.025
12/3 MC PVC CABLE,,0.025
12/4 MC PVC CABLE,,0.028
10/3 MC PVC CABLE,,0.028
10/4 MC PVC CABLE,,0.032
 8/3 MC PVC CABLE,,0.032
 8/4 MC PVC CABLE,,0.039
 6/3 MC PVC CABLE,,0.038
 6/4 MC PVC CABLE,,0.045
 4/3 MC PVC CABLE,,0.05
 4/4 MC PVC CABLE,,0.06
 2/3 MC PVC CABLE,,0.062
 2/4 MC PVC CABLE,,0.066
 1/3 MC PVC CABLE,,0.07
 1/4 MC PVC CABLE,,0.075
1/0/3 MC PVC CABLE,,0.05225
1/0/4 MC PVC CABLE,,0.05748
2/0/3 MC PVC CABLE,,0.057
2/0/4 MC PVC CABLE,,0.0627
3/0/3 MC PVC CABLE,,0.06175
3/0/4 MC PVC CABLE,,0.06793
4/0/3 MC PVC CABLE,,0.0665
4/0/4 MC PVC CABLE,,0.07315
250/3 MC PVC CABLE,,0.07125
250/4 MC PVC CABLE,,0.07838
350/3 MC PVC CABLE,,0.0855
350/4 MC PVC CABLE,,0.09405
500/3 MC PVC CABLE,,0.095
500/4 MC PVC CABLE,,0.1045
750/3 MC PVC CABLE,,0.114
750/4 MC PVC CABLE,,0.1254
1000/3 MC PVC CABLE,,0.119
1000/4 MC PVC CABLE,,0.154
cu mc quoted control ca,,
mc multi cable,,
14/2  MC PVC CABLE,,0.02
14/3  MC PVC CABLE,,0.022
14/4  MC PVC CABLE,,0.025
14/5  MC PVC CABLE,,0.028
14/7  MC PVC CABLE,,0.032
14/9  MC PVC CABLE,,0.039
14/12 MC PVC CABLE,,0.045
14/19 MC PVC CABLE,,0.05
14/20 MC PVC CABLE,,0.051
14/25 MC PVC CABLE,,0.06
14/30 MC PVC CABLE,,0.07
14/37 MC PVC CABLE,,0.08
12/2  MC PVC CABLE,,0.022
12/3  MC PVC CABLE,,0.025
12/4  MC PVC CABLE,,0.028
12/5  MC PVC CABLE,,0.031
12/7  MC PVC CABLE,,0.035
12/9  MC PVC CABLE,,0.043
12/12 MC PVC CABLE,,0.0495
12/19 MC PVC CABLE,,0.055
12/20 MC PVC CABLE,,0.056
12/25 MC PVC CABLE,,0.066
12/30 MC PVC CABLE,,0.08
12/37 MC PVC CABLE,,0.09
10/2  MC PVC CABLE,,0.025
10/3  MC PVC CABLE,,0.028
10/4  MC PVC CABLE,,0.032
10/5  MC PVC CABLE,,0.0336
10/7  MC PVC CABLE,,0.0384
10/9  MC PVC CABLE,,0.0468
10/12 MC PVC CABLE,,0.0054
10/19 MC PVC CABLE,,0.06
10/20 MC PVC CABLE,,0.061
10/25 MC PVC CABLE,,0.072
10/30 MC PVC CABLE,,0.084
10/37 MC PVC CABLE,,0.096
cu mi cable,,
16-1 MI CABLE,,0.025
16-2 MI CABLE,,0.027
16-3 MI CABLE,,0.03
16-4 MI CABLE,,0.033
16-7 MI CABLE,,0.038
14-1 MI CABLE,,0.027
14-2 MI CABLE,,0.03
14-3 MI CABLE,,0.033
14-4 MI CABLE,,0.036
14-7 MI CABLE,,0.041
12-1 MI CABLE,,0.03
12-2 MI CABLE,,0.033
12-3 MI CABLE,,0.036
12-4 MI CABLE,,0.038
12-7 MI CABLE,,0.044
10-1 MI CABLE,,0.033
10-2 MI CABLE,,0.038
10-3 MI CABLE,,0.044
10-4 MI CABLE,,0.049
10-7 MI CABLE,,0.055
 8-1 MI CABLE,,0.038
 8-2 MI CABLE,,0.044
 8-3 MI CABLE,,0.049
 8-4 MI CABLE,,0.055
 6-1 MI CABLE,,0.044
 6-2 MI CABLE,,0.049
 6-3 MI CABLE,,0.055
 6-4 MI CABLE,,0.061
 4-1 MI CABLE,,0.049
 4-2 MI CABLE,,0.055
 4-3 MI CABLE,,0.061
 4-4 MI CABLE,,0.066
 3-1 MI CABLE,,0.049
 2-1 MI CABLE,,0.052
 1-1 MI CABLE,,0.055
1/0-1 MI CABLE,,0.058
2/0-1 MI CABLE,,0.061
3/0-1 MI CABLE,,0.063
4/0-1 MI CABLE,,0.066
connector mi,,
12-1 MI TERM,,0.28
12-2 MI TERM,,0.33
12-3 MI TERM,,0.39
12-4 MI TERM,,0.44
12-7 MI TERM,,0.56
10-1 MI TERM,,0.33
10-2 MI TERM,,0.39
10-3 MI TERM,,0.44
10-4 MI TERM,,0.50
10-7 MI TERM,,0.61
 8-1 MI TERM,,0.39
 8-2 MI TERM,,0.44
 8-3 MI TERM,,0.50
 8-4 MI TERM,,0.56
 6-1 MI TERM,,0.44
 6-2 MI TERM,,0.50
 6-3 MI TERM,,0.56
 6-4 MI TERM,,0.61
 4-1 MI TERM,,0.50
 4-2 MI TERM,,0.56
 4-3 MI TERM,,0.61
 4-4 MI TERM,,0.67
 3-1 MI TERM,,0.56
 2-1 MI TERM,,0.61
 1-1 MI TERM,,0.69
1/0-1 MI TERM,,0.78
2/0-1 MI TERM,,0.89
3/0-1 MI TERM,,1.00
4/0-1 MI TERM,,1.11
300v solid cu plenum ca,,
22 1 PAIR 300V SOLID PL,0,0.00696
22 2 PAIR 300V SOLID PL,0,0.00723
22 3 PAIR 300V SOLID PL,0,0.00757
22 4 PAIR 300V SOLID PL,0,0.0079
22 5 PAIR 300V SOLID PL,0,0.00825
22 6 PAIR 300V SOLID PL,0,0.00856
22 10 PAIR 300V SOLID P,0,0.00989
22 15 PAIR 300V SOLID P,0,0.00995
22 20 PAIR 300V SOLID P,0,0.01316
22 25 PAIR 300V SOLID P,0,0.0148
20 1 PAIR 300V SOLID PL,0,0.00765
20 2 PAIR 300V SOLID PL,0,0.00837
20 3 PAIR 300V SOLID PL,0,0.00975
20 4 PAIR 300V SOLID PL,0,0.01114
20 5 PAIR 300V SOLID PL,0,0.01258
20 6 PAIR 300V SOLID PL,0,0.01392
20 10 PAIR 300V SOLID P,0,0.01673
20 15 PAIR 300V SOLID P,0,0.0196
18 1 PAIR 300V SOLID PL,0,0.00837
18 2 PAIR 300V SOLID PL,0,0.00975
18 3 PAIR 300V SOLID PL,0,0.01188
18 4 PAIR 300V SOLID PL,0,0.01392
18 5 PAIR 300V SOLID PL,0,0.01638
18 6 PAIR 300V SOLID PL,0,0.01849
18 10 PAIR 300V SOLID P,0,0.02088
16 1 PAIR 300V SOLID PL,0,0.01024
16 2 PAIR 300V SOLID PL,0,0.01211
16 3 PAIR 300V SOLID PL,0,0.01451
16 4 PAIR 300V SOLID PL,0,0.01609
16 5 PAIR 300V SOLID PL,0,0.01843
16 6 PAIR 300V SOLID PL,0,0.02042
16 10 PAIR 300V SOLID P,0,0.02445
600v stranded cu contro,,
16/5 600V STR CU CONTRO,0,0.01195
16/6 600V STR CU CONTRO,0,0.01425
16/8 600V STR CU CONTRO,0,0.0156
16/10 600V STR CU CONTR,0,0.017
16/12 600V STR CU CONTR,0,0.01825
16/16 600V STR CU CONTR,0,0.0224
16/20 600V STR CU CONTR,0,0.02475
14/2 600V STR CU CONTRO,0,0.0089
14/3 600V STR CU CONTRO,0,0.01
14/4 600V STR CU CONTRO,0,0.0115
14/6 600V STR CU CONTRO,0,0.01335
14/8 600V STR CU CONTRO,0,0.015
14/10 600V STR CU CONTR,0,0.01675
14/14 600V STR CU CONTR,0,0.0211
14/18 600V STR CU CONTR,0,0.02425
14/24 600V STR CU CONTR,0,0.0294
12/2 600V STR CU CONTRO,0,0.0096
12/3 600V STR CU CONTRO,0,0.01075
12/4 600V STR CU CONTRO,0,0.0123
12/6 600V STR CU CONTRO,0,0.015
12/8 600V STR CU CONTRO,0,0.07195
12/10 600V STR CU CONTR,0,0.0205
12/14 600V STR CU CONTR,0,0.02325
12/18 600V STR CU CONTR,0,0.0265
12/24 600V STR CU CONTR,0,0.031
wire composite,,
3/C #10 4/C #14 W/GRD,,0.03
4/C #12 3/C #14 W/GRD,,0.03
3/C #2 4/C #14 W/GRD,,0.07
3/C #4 4/C #14 W/GRD,,0.06
3/C #6 4/C #14 W/GRD,,0.05
3/C #8 4/C #14 W/GRD,,0.04
3/C #6 4/C #12 W/GRD,,0.05
wire tray cable,,
37/C #14 TC CABLE,,0.094
19/C #14 TC CABLE,,0.057
25/C #14 TC CABLE,,0.055
50/C #14 Tray CABLE,,0.105
19/C #12 TC CABLE,,0.065
5/C #10 TC CABLE,,0.041
7/C #10 W/GRD TC CABL,,0.046
19/C #10 TC CABLE,,0.058
24/C #10 TC CABLE,,0.064
3/C #8 W/GRD TC CABLE,,0.034
4/C #8  TC CABLE,,0.039
3/C #6 W/GRD TC CABLE,,0.044
4/C #6 W/GRD TC CABLE,,0.044
3/C #4 W/GRD TC CABLE,,0.05
4/C #4 W/GRD TC CABLE,,0.058
3/C #2 W/GRD TC CABLE,,0.07
4/C #2 W/GRD TC CABLE,,0.062
3/C #1 W/GRD TC CABLE,,0.065
4/C #1 W/GRD TC CABLE,,0.068
3/C #1/0 W/GRD TC CAB,,0.07
4/C #1/0 W/GRD TC CAB,,0.078
3/C #2/0 W/GRD TC CAB,,0.078
4/C #2/0 W/GRD TC CAB,,0.084
3/C #3/0 W/GRD TC CAB,,0.086
4/C #3/0 W/GRD TC CAB,,0.09
3/C #4/0 W/GRD TC CAB,,0.09
4/C #4/0 W/GRD TC CAB,,0.096
4/C #500MCM W/GRD TC,,0.142
wire clx instr cable,,
 8PR #20 SPOS MC CABLE,,0.038
12PR #20 SPOS MC CABLE,,0.04
24PR #20 SPOS MC CABLE,,0.048
 2PR #18 SPOS MC CABLE,,0.025
 4PR #18 SPOS MC CABLE,,0.03
 8PR #18 SPOS MC CABLE,,0.036
12PR #18 SPOS MC CABLE,,0.04
16PR #18 SPOS MC CABLE,,0.042
20PR #18 SPOS MC CABLE,,0.046
24PR #18 SPOS MC CABLE,,0.048
36PR #18 SPOS MC CABLE,,0.052
1PR #16 SPOS MC CABLE,,0.024
1TR #16 SPOS MC CABLE,,0.024
 2PR #16 SPOS MC CABLE,,0.026
 4PR #16 SPOS MC CABLE,,0.03
 4TR #16 SPOS MC CABLE,,0.032
 8PR #16 SPOS MC CABLE,,0.036
 8TR #16 SPOS MC CABLE,,0.038
12PR #16 SPOS MC CABLE,,0.04
12TR #16 SPOS MC CABLE,,0.042
16PR #16 SPOS MC CABLE,,0.042
16TR #16 SPOS MC CABLE,,0.044
20PR #16 SPOS MC CABLE,,0.046
24PR #16 SPOS MC CABLE,,0.048
36PR #16 SPOS MC CABLE,,0.052
wire pltc instr cable,,
 1PR #20 OA SHLD PLTC,,0.015
  4PR #20 OA SHLD PLTC,,0.024
  6PR #20 OA SHLD PLTC,,0.026
  8PR #20 OA SHLD PLTC,,0.03
10PR #20 OA SHLD PLTC,,0.032
12PR #20 OA SHLD PLTC,,0.034
16PR #20 OA SHLD PLTC,,0.036
18PR #20 OA SHLD PLTC,,0.038
 24PR #20 OA SHLD PLTC,,0.04
36PR #20 OA SHLD PLTC,,0.05
 50PR #20 OA SHLD PLTC,,0.054
 1TRIAD #20 OA SH PLTC,,0.016
  4TRIAD #20 OA SH PLTC,,0.026
12TRIAD #20 OA SH PLTC,,0.036
16TRIAD #20 OA SH PLTC,,0.04
 24TRIAD #20 OA SH PLTC,,0.05
36TRIAD #20 OA SH PLTC,,0.054
  2PR #20 SPOS PLTC,,0.02
  4PR #20 SPOS PLTC,,0.026
  6PR #20 SPOS PLTC,,0.028
  8PR #20 SPOS PLTC,,0.032
10PR #20 SPOS PLTC,,0.034
12PR #20 SPOS PLTC,,0.031
16PR #20 SPOS PLTC,,0.038
 20PR #20 SPOS PLTC,,0.04
 24PR #20 SPOS PLTC,,0.042
36PR #20 SPOS PLTC,,0.052
 50PR #20 SPOS PLTC,,0.06
  4TRIAD #20 SPOS PLTC,,0.028
 8TRIAD #20 SPOS PLTC,,0.038
12TRIAD #20 SPOS PLTC,,0.042
 24TRIAD #20 SPOS PLTC,,0.047
36TRIAD #20 SPOS PLTC,,0.056
 1PR #18 OA SHLD PLTC,,0.015
  2PR #18 OA SHLD PLTC,,0.02
  4PR #18 OA SHLD PLTC,,0.026
  8PR #18 OA SHLD PLTC,,0.032
12PR #18 OA SHLD PLTC,,0.036
16PR #18 OA SHLD PLTC,,0.038
 24PR #18 OA SHLD PLTC,,0.042
36PR #18 OA SHLD PLTC,,0.052
 50PR #18 OA SHLD PLTC,,0.054
 1TRIAD #18 SHLD PLTC,,0.018
  4TRIAD #18 SPOS PLTC,,0.026
  8TRIAD #18 SPOS PLTC,,0.03
12TRIAD #18 SPOS PLTC,,0.036
 24TRIAD #18 SPOS PLTC,,0.05
 1PR #18 SPOS PLTC,,0.015
  2PR #18 SPOS PLTC,,0.022
  4PR #18 SPOS PLTC,,0.028
  8PR #18 SPOS PLTC,,0.034
12PR #18 SPOS PLTC,,0.031
16PR #18 SPOS PLTC,,0.04
 24PR #18 SPOS PLTC,,0.042
36PR #18 SPOS PLTC,,0.046
 50PR #18 SPOS PLTC,,0.052
wire 600v inst cable,,
 1PR #16 OA SHLD 600VOL,,0.016
  2PR #16 OA SHLD 600VO,,0.024
  4PR #16 OA SHLD 600VO,,0.028
  6PR #16 OA SHLD 600VO,,0.038
12PR #16 OA SHLD 600VOL,,0.038
16PR #16 OA SHLD 600VOL,,0.04
 24PR #16 OA SHLD 600VO,,0.044
36PR #16 OA SHLD 600VOL,,0.054
 50PR #16 OA SHLD 600VO,,0.056
 1TRIAD #16 OA SH 600VO,,0.022
  4TRIAD #16 OA SH 600V,,0.028
  8TRIAD #16 OA SH 600V,,0.032
12TRIAD #16 OA SH 600VO,,0.038
16TRIAD #16 OA SH 600VO,,0.044
 24TRIAD #16 OA SH 600V,,0.052
  2PR #16 SPOS  600VOLT,,0.028
 3PR #16 SPOS  600VOLT ,,0.026
  4PR #16 SPOS  600VOLT,,0.03
  6PR #16 SPOS  600VOLT,,0.032
  8PR #16 SPOS  600VOLT,,0.034
12PR #16 SPOS  600VOLT ,,0.038
16PR #16 SPOS  600VOLT ,,0.042
 24PR #16 SPOS  600VOLT,,0.044
36PR #16 SPOS  600VOLT ,,0.048
 50PR #16 SPOS  600VOLT,,0.062
  4TRIAD #16 SPOS 600VO,,0.024
  8TRIAD #16 SPOS 600VO,,0.032
12TRIAD #16 SPOS 600VOL,,0.038
16TRIAD #16 SPOS 600VOL,,0.046
 24TRIAD #16 SPOS  600V,,0.048
36 TRAID #16 SPOS 600VO,,0.06
16/C #16 600VOLT TC CAB,,0.038
wire thermocouple,,
 1PR #16 SHLD EX PLTC,,0.017
 1PR #16 SHLD JX PLTC,,0.017
 1PR #16 SHLD KX PLTC,,0.017
 1PR #16 SHLD TX PLTC,,0.018
  4PR #20 EX OA SH PLTC,,0.026
  8PR #20 EX OA SH PLTC,,0.032
10PR #20 EX OA SH PLTC,,0.034
12PR #20 EX OA SH PLTC,,0.036
16PR #20 EX OA SH PLTC,,0.038
 24PR #20 EX OA SH PLTC,,0.042
36PR #20 EX OA SH PLTC,,0.052
 50PR #20 EX OA SH PLTC,,0.054
  4PR #20 EX SPOS PLTC,,0.028
  8PR #20 EX SPOS PLTC,,0.034
10PR #20 EX SPOS PLTC,,0.036
12PR #20 EX SPOS PLTC,,0.038
16PR #20 EX SPOS PLTC,,0.04
 24PR #20 EX SPOS PLTC,,0.044
36PR #20 EX SPOS PLTC,,0.054
 50PR #20 EX SPOS PLTC,,0.06
  4PR #20 JX OA SH PLTC,,0.026
  8PR #16 JX OA SH PLTC,,0.032
10PR #20 JX OA SH PLTC,,0.034
12PR #20 JX OA SH PLTC,,0.036
16PR #20 JX OA SH PLTC,,0.038
 24PR #20 JX OA SH PLTC,,0.042
36PR #20 JX OA SH PLTC,,0.052
 50PR #20 JX OA SH PLTC,,0.054
  4PR #20 JX SPOS PLTC,,0.028
  8PR #20 JX SPOS PLTC,,0.034
10PR #20 JX SPOS PLTC,,0.036
12PR #20 JX SPOS PLTC,,0.038
16PR #20 JX SPOS PLTC,,0.04
 24PR #20 JX SPOS PLTC,,0.044
36PR #20 JX SPOS PLTC,,0.054
 50PR #20 JX SPOS PLTC,,0.06
  4PR #20 KX OA SH PLTC,,0.026
  8PR #20 KX OA SH PLTC,,0.032
10PR #20 KX OA SH PLTC,,0.034
12PR #20 KX OA SH PLTC,,0.036
16PR #20 KX OA SH PLTC,,0.038
 24PR #20 KX OA SH PLTC,,0.042
36PR #20 KX OA SH PLTC,,0.052
 50PR #20 KX OA SH PLTC,,0.054
  4PR #20 KX SPOS PLTC,,0.028
  8PR #20 KX SPOS PLTC,,0.034
10PR #20 KX SPOS PLTC,,0.036
12PR #20 KX SPOS PLTC,,0.038
16PR #20 KX SPOS PLTC,,0.04
 24PR #20 KX SPOS PLTC,,0.044
36PR #20 KX SPOS PLTC,,0.054
 50PR #20 KX SPOS PLTC,,0.06
  4PR #20 TX OA SH PLTC,,0.026
  8PR #20 TX OA SH PLTC,,0.032
10PR #20 TX OA SH PLTC,,0.034
12PR #20 TX OA SH PLTC,,0.036
16PR #20 TX OA SH PLTC,,0.038
 24PR #20 TX OA SH PLTC,,0.042
36PR #20 TX OA SH PLTC,,0.052
 50PR #20 TX OA SH PLTC,,0.054
  4PR #20 TX SPOS PLTC,,0.028
  8PR #20 TX SPOS PLTC,,0.034
10PR #20 TX SPOS PLTC,,0.036
12PR #20 TX SPOS PLTC,,0.038
16PR #20 TX SPOS PLTC,,0.04
 24PR #20 TX SPOS PLTC,,0.044
36PR #20 TX SPOS PLTC,,0.054
 50PR #20 TX SPOS PLTC,,0.06
COAXIAL CABLE,,0.015
TWINAXIAL CABLE,,0.02
FIBEROPTIC CABLE,,0.02
wire special,,
BELDEN1 Pr. #20 #5400FE,,0.03
50/C #14,,0.098
COAX CABLE FBO,,0.044
GAITRONICS16/C,,0.02
GAITRONICS 8/C,,0.02
GAITRONICS SPEAKER CABL,,0.015
1/C #18 SIS CABLE,,0.01
BELDON 8238 RG11 COAX,,0.02
ETHERNET CABLE,,0.022
FIBER OPTIC MULTI MODE,,0.03
2-RG-6/U COAXIAL CABLE,,0.044
RS-485 4 PR. #22 MOD BU,,0.016
444.4 DLO CABLE,,0.05
BELDEN CABLE  BLUE HOSE,,0.005
RS 232 CABLE,,0.016
7/C #16 CABLE,,0.032
646 DLO CABLE,,0.032
BELDEN #3093A,,0.016
BELDEN 25/C #18,,0.044
#777 DLO CABLE FBO,,0.08
BELDEN RS-485 CABLE 4 P,,0.016
BELDEN RS-232 CABLE,,0.016
BELDEN #8102,,0.018
4 Pr. #23 HATCHI CABLE,,0.016
BELDEN 4 Pr #24 W/OA SH,,0.016
cu so cord,,
12/2 SO CORD,2.57754,0.026
12/3 SO CORD,3.32374,0.029
12/4 SO CORD,3.89037,0.033
10/2 SO CORD,3.67741,0.029
10/3 SO CORD,4.46502,0.033
10/4 SO CORD,5.16239,0.037
  8/3 SO CORD,6.97283,0.038
  8/4 SO CORD,10.92661,0.04
  8/5 SO CORD,12.67222,0.055
  6/3 SO CORD,9.87041,0.061
  6/4 SO CORD,14.87193,0.066
  6/5 SO CORD,15.82667,0.072
connector so cord,,
SO CORD CONNECTOR,13.3156,0.0888
SO CONN (KELLEM),$32.20,0.11
cu sjt cord,,
16/3 SJT CORD,0.68664,0.015
12/3 SJT CORD,1.5806,0.029
cu spt cord,,
18/2 SPT CORD,0.31446,0.01
16/2 SPT CORD,0.84198,0.013
cordset,,
CORDSET 15A 120V - 6',$17.19,0.20
CORDSET 15A 120V - 9',$27.53,0.20
CORDSET 30A 120/240V GR,$33.61,0.20
CORDSET 30A 120/240V UN,$27.50,0.20
CORDSET 50A 120/240V GR,$55.73,0.20
CORDSET 50A 120/240V UN,$50.51,0.20
bus drop cable,,
14/3 BUS DROP CABLE,1.39946,0.008
12/3 BUS DROP CABLE,1.74434,0.01
10/3 BUS DROP CABLE,2.75766,0.012
8/3  BUS DROP CABLE,3.95832,0.015
6/3 BUS DROP CABLE,5.87524,0.018
4/3  BUS DROP CABLE,8.44294,0.021
2/3  BUS DROP CABLE,13.63794,0.028
bus drop cable supports,,
90D CABLE SUPPORT W/STR,$26.77,0.35
90D DBL CBL SUP W/STRAP,$60.10,0.4
90D CABLE SUPPORT,$24.53,0.3
CABLE SUPPORT STRAP,$5.50,0.05
.400-.875CBL GUYWIRE CL,$28.77,0.25
.875-1.187CBL GUYWIRECL,$36.67,0.25
safety spring,,
40LB SAFETY SPRING,$14.75,0.12
80LB SAFETY SPRING,$21.55,0.15
"""colorado jim"" Cable Su",,
COLORADO JIM CABLE SUPP,1.4157,0.05
tray cable,,
16/2 SDT/TC 500R TRAY C,0.335,0.0098
16/3 SDT/TC 500R TRAY C,0.467,0.0105
16/4 SDT/TC 500R TRAY C,0.556,0.0112
16/6 SDT/TC 500R TRAY C,0.88,0.0126
16/12 SDT/TC 500R TRAY ,1.46,0.0182
14/2 SDT/TC 500R TRAY C,0.405,0.0112
14/3 SDT/TC 500R TRAY C,0.58,0.012
14/4 SDT/TC 500R TRAY C,0.73,0.0128
14/5 SDT/TC 500R TRAY C,0.85,0.0136
14/6 SDT/TC 500R TRAY C,1.21,0.0144
14/7 SDT/TC 500R TRAY C,1.21,0.0152
14/9 SDT/TC 500R TRAY C,1.6,0.0176
14/12 SDT/TC 500R TRAY ,2.2,0.018
12/2 SDT/TC 500R TRAY C,0.6,0.012
12/3 SDT/TC 500R TRAY C,0.85,0.0128
12/4 SDT/TC 500R TRAY C,1.05,0.0144
12/5 SDT/TC 500R TRAY C,1.325,0.0156
12/6 SDT/TC 500R TRAY C,1.95,0.0168
12/7 SDT/TC 500R TRAY C,1.95,0.018
12/8 SDT/TC 500R TRAY C,2.45,0.0192
12/9 SDT/TC 500R TRAY C,2.45,0.0204
12/12 SDT/TC 500R TRAY ,3.3,0.0232
10/3 SDT/TC 500R TRAY C,1.35,0.016
10/4 SDT/TC 500R TRAY C,1.7,0.0176
straight cord connector,,
1/2 .125-.187  STL STR ,$11.80,0.15
1/2 .187-.312  STL STR ,$11.80,0.15
1/2 .312-.437  STL STR ,$11.80,0.15
1/2 .375-.500  STL STR ,$11.80,0.15
1/2 .500-.625  STL STR ,$11.80,0.15
1/2 .625-.750  STL STR ,$12.90,0.15
3/4 .125-.250  STL STR ,$12.90,0.15
3/4 .250-.375  STL STR ,$12.90,0.15
3/4 .375-.500  STL STR ,$12.90,0.15
3/4 .500-.625  STL STR ,$12.90,0.15
3/4 .625-.750  STL STR ,$12.90,0.15
3/4 .750-.875  STL STR ,$16.98,0.15
1-IN .375-.500 STL STR ,$16.98,0.15
1-IN .500-.625 STL STR ,$16.98,0.15
1-IN .625-.750 STL STR ,$16.98,0.15
1-IN .750-.875 STL STR ,$16.98,0.15
1-IN .875-1.000 STL STR,$16.98,0.15
1-IN 1.000-1.125 STL ST,$48.20,0.15
1-1/4 .750-.875   STL C,$48.20,0.2
1-1/4 .875-1.000  STL C,$48.20,0.2
1-1/4 1.000-1.125 STL C,$48.20,0.2
1-1/4 1.125-1.250 STL C,$48.20,0.2
1-1/4 1.250-1.375 STL C,$48.20,0.2
1-1/4 1.375-1.500 STL C,$63.31,0.2
cord connectors 90d,,
1/2 90D .125-.250 STL C,$20.84,0.2
1/2 90D .250-.375 STL C,$20.84,0.2
1/2 90D .375-.500 STL C,$20.84,0.2
1/2 90D .500-.625 STL C,$20.84,0.2
1/2 90D .625-.750 STL C,$20.84,0.2
3/4 90D .250-.375 STL C,$27.26,0.2
