Assm #,,Assm Name,,,,Material $'s,,,Labor Hours,,,Unit Price 1,,,,,Unit Price 2,,,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,6.00,,$16.80,,,C,7.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"4,165",    2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,45.00,,C,,,,
22, 4/0 THHN CU STRANDED 2,,,,4.00,,,60.00,,"$29,426.33",,,M,22.00,,M,,,,
"4,151",    2 ALUM CONDUIT,,,,1.00,,,0.00,,$632.40,,,C,7.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,6.00,,$193.32,,,C,0.00,,X,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,307",    2 GRC 2H STL STP,,,,0.13,,,3.00,,$302.11,,,C,4.00,,C,,,,
"4,203",    2 ALUM 90 ELBOW,,,,0.00,,,3.00,,"$21,227.40",,,C,35.00,,C,,,,
"4,177",    2 ALUM COUPLING,,,,0.00,,,3.00,,"$4,589.40",,,C,9.00,,C,,,,
"25,485",,"4#4/0 &1#4 2 1/2"" ALUM STRA",,,,$131.97, ,,0.189,, ,$118.77,,, ,,$133.62,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,6.00,,$16.80,,,C,7.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"4,165",    2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,45.00,,C,,,,
15,   4 THHN CU STRANDED 9,,,,1.00,,,15.00,,"$7,040.33",,,M,8.00,,M,,,,
22, 4/0 THHN CU STRANDED 2,,,,4.00,,,60.00,,"$29,426.33",,,M,22.00,,M,,,,
"4,151",    2 ALUM CONDUIT,,,,1.00,,,0.00,,$632.40,,,C,7.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,6.00,,$193.32,,,C,0.00,,X,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"5,307",    2 GRC 2H STL STP,,,,0.13,,,3.00,,$302.11,,,C,4.00,,C,,,,
"4,203",    2 ALUM 90 ELBOW,,,,0.00,,,3.00,,"$21,227.40",,,C,35.00,,C,,,,
"4,177",    2 ALUM COUPLING,,,,0.00,,,3.00,,"$4,589.40",,,C,9.00,,C,,,,
"25,487",,n250 al strap const,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"25,488",,"3 #250   2"" ALUM STRAP CONS",,,,$109.52, ,,0.165,, ,$98.84,,, ,,$111.19,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,6.00,,$16.80,,,C,7.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"4,165",    2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,45.00,,C,,,,
23, 250 THHN CU STRANDED 2,,,,3.00,,,45.00,,"$34,097.75",,,M,24.00,,M,,,,
"5,307",    2 GRC 2H STL STP,,,,0.13,,,3.00,,$302.11,,,C,4.00,,C,,,,
"4,203",    2 ALUM 90 ELBOW,,,,0.00,,,3.00,,"$21,227.40",,,C,35.00,,C,,,,
"4,177",    2 ALUM COUPLING,,,,0.00,,,3.00,,"$4,589.40",,,C,9.00,,C,,,,
"4,151",    2 ALUM CONDUIT,,,,1.00,,,0.00,,$632.40,,,C,7.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,6.00,,$193.32,,,C,0.00,,X,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"25,489",,"3#250  & 1#4  2"" ALUM  STRA",,,,$116.56, ,,0.173,, ,$105.11,,, ,,$118.24,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,063",HX LAG BLT 5/16X1-1/4,,,,0.25,,,6.00,,$16.80,,,C,7.00,,C,,,,
"4,591",    2 LOCKNUT,,,,0.00,,,4.00,,$373.21,,,C,18.10,,C,,,,
"4,165",    2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,45.00,,C,,,,
23, 250 THHN CU STRANDED 2,,,,3.00,,,45.00,,"$34,097.75",,,M,24.00,,M,,,,
"5,307",    2 GRC 2H STL STP,,,,0.13,,,3.00,,$302.11,,,C,4.00,,C,,,,
"4,203",    2 ALUM 90 ELBOW,,,,0.00,,,3.00,,"$21,227.40",,,C,35.00,,C,,,,
"4,177",    2 ALUM COUPLING,,,,0.00,,,3.00,,"$4,589.40",,,C,9.00,,C,,,,
15,   4 THHN CU STRANDED 9,,,,1.00,,,15.00,,"$7,040.33",,,M,8.00,,M,,,,
"4,151",    2 ALUM CONDUIT,,,,1.00,,,0.00,,$632.40,,,C,7.00,,C,,,,
"5,910",5/16 FLAT STEEL WASHER,,,,0.25,,,6.00,,$193.32,,,C,0.00,,X,,,,
"4,661",    2 BUSH PLASTIC,,,,0.00,,,2.00,,$529.48,,,C,9.20,,C,,,,
"25,490",,"4 #250  2 1/2"" ALUM STRAP C",,,,$151.61, ,,0.219,, ,$136.52,,, ,,$153.58,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
23, 250 THHN CU STRANDED 2,,,,4.00,,,60.00,,"$34,097.75",,,M,24.00,,M,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"25,491",,"4#250 &1#4 2 1/2"" ALUM STRA",,,,$158.65, ,,0.227,, ,$142.78,,, ,,$160.63,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
23, 250 THHN CU STRANDED 2,,,,4.00,,,60.00,,"$34,097.75",,,M,24.00,,M,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
15,   4 THHN CU STRANDED 9,,,,1.00,,,15.00,,"$7,040.33",,,M,8.00,,M,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"25,493",,n300 al strap const,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"25,494",,"3 #300   2 1/2"" ALUM STRAP ",,,,$137.90, ,,0.201,, ,$124.22,,, ,,$139.75,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
24, 300 THHN CU STRANDED 3,,,,3.00,,,45.00,,"$40,891.70",,,M,26.00,,M,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"25,495",,"3#300&1#4 2 1/2"" ALUM  STRA",,,,$144.94, ,,0.209,, ,$130.49,,, ,,$146.80,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
15,   4 THHN CU STRANDED 9,,,,1.00,,,15.00,,"$7,040.33",,,M,8.00,,M,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
24, 300 THHN CU STRANDED 3,,,,3.00,,,45.00,,"$40,891.70",,,M,26.00,,M,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"25,496",,"4 #300  2 1/2"" ALUM STRAP C",,,,$178.79, ,,0.227,, ,$159.94,,, ,,$179.93,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
24, 300 THHN CU STRANDED 3,,,,4.00,,,60.00,,"$40,891.70",,,M,26.00,,M,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"25,497",,"4#300 &1#4 2 1/2"" ALUM STRA",,,,$185.83, ,,0.235,, ,$166.20,,, ,,$186.98,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
15,   4 THHN CU STRANDED 9,,,,1.00,,,15.00,,"$7,040.33",,,M,8.00,,M,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
24, 300 THHN CU STRANDED 3,,,,4.00,,,60.00,,"$40,891.70",,,M,26.00,,M,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"25,499",,n350 al  strap const,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"25,500",,"3 #350   2 1/2"" ALUM STRAP ",,,,$158.86, ,,0.219,, ,$142.69,,, ,,$160.53,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
25, 350 THHN CU STRANDED 3,,,,3.00,,,45.00,,"$47,880.14",,,M,32.00,,M,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"25,501",,"3#350 &1#3 2 1/2"" ALUM STRA",,,,$167.74, ,,0.228,, ,$150.56,,, ,,$169.38,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
16,   3 THHN CU STRANDED 1,,,,1.00,,,15.00,,"$8,880.02",,,M,9.00,,M,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
25, 350 THHN CU STRANDED 3,,,,3.00,,,45.00,,"$47,880.14",,,M,32.00,,M,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"25,502",,"4 #350  2 1/2"" ALUM  STRAP ",,,,$206.74, ,,0.251,, ,$184.56,,, ,,$207.63,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
25, 350 THHN CU STRANDED 3,,,,4.00,,,60.00,,"$47,880.14",,,M,32.00,,M,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"25,503",,"4#350 &1#3 2 1/2"" ALUM STRA",,,,$215.62, ,,0.260,, ,$192.43,,, ,,$216.48,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
25, 350 THHN CU STRANDED 3,,,,4.00,,,60.00,,"$47,880.14",,,M,32.00,,M,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
16,   3 THHN CU STRANDED 1,,,,1.00,,,15.00,,"$8,880.02",,,M,9.00,,M,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"25,505",,n400 al strap const,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"25,506",,"3 #400   2 1/2"" ALUM  STRAP",,,,$178.62, ,,0.231,, ,$159.93,,, ,,$179.92,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
26, 400 THHN CU STRANDED 3,,,,3.00,,,45.00,,"$54,466.21",,,M,36.00,,M,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"25,507",,"3#400 &1#3 2 1/2"" ALUM STRA",,,,$187.50, ,,0.240,, ,$167.80,,, ,,$188.77,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
16,   3 THHN CU STRANDED 1,,,,1.00,,,15.00,,"$8,880.02",,,M,9.00,,M,,,,
26, 400 THHN CU STRANDED 3,,,,3.00,,,45.00,,"$54,466.21",,,M,36.00,,M,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"25,508",,"4 #400  2 1/2"" ALUM  STRAP ",,,,$233.09, ,,0.267,, ,$207.54,,, ,,$233.49,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
26, 400 THHN CU STRANDED 3,,,,4.00,,,60.00,,"$54,466.21",,,M,36.00,,M,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
"25,509",,"4 #400 & 1 #3  3"" ALUM STRA",,,,$291.78, ,,0.498,, ,$265.33,,, ,,$298.50,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,2.50,,,6.00,,$122.10,,,C,0.00,,X,,,,
"4,167",    3 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,75.00,,C,,,,
"4,153",    3 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,421.35",,,C,12.00,,C,,,,
"5,309",    3 GRC 2H STL STP,,,,1.25,,,3.00,,$814.32,,,C,4.00,,C,,,,
"4,205",    3 ALUM 90 ELBOW,,,,0.00,,,3.00,,$552.65,,,E,0.55,,E,,,,
"4,593",    3 LOCKNUT,,,,0.00,,,4.00,,"$1,313.60",,,C,27.50,,C,,,,
"4,663",    3 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,249.06",,,C,12.30,,C,,,,
"4,179",    3 ALUM COUPLING,,,,0.00,,,3.00,,"$13,485.60",,,C,11.00,,C,,,,
16,   3 THHN CU STRANDED 1,,,,1.00,,,15.00,,"$8,880.02",,,M,9.00,,M,,,,
26, 400 THHN CU STRANDED 3,,,,4.00,,,60.00,,"$54,466.21",,,M,36.00,,M,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,2.50,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"25,511",,n500 al strap const,,,,$0.00, ,,0.000,, ,$0.00,,, ,,$0.00,, ,
,,,,,,,,,,,,,,,,,,,,
"25,512",,"3 #500   2 1/2"" ALUM STRAP ",,,,$221.69, ,,0.237,, ,$196.82,,, ,,$221.43,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
"4,152",2 1/2 ALUM CONDUIT,,,,1.00,,,0.00,,"$1,032.93",,,C,10.00,,C,,,,
"5,911","3/8"" FLAT STEEL WASHER",,,,0.25,,,6.00,,$122.10,,,C,0.00,,X,,,,
"5,308",2 1/2 GRC 2H STL STP,,,,0.13,,,3.00,,$662.16,,,C,4.00,,C,,,,
"4,204",2 1/2 ALUM 90 ELBOW,,,,0.00,,,3.00,,$357.79,,,E,0.45,,E,,,,
"4,662",2 1/2 BUSH PLASTIC,,,,0.00,,,2.00,,"$1,191.98",,,C,10.90,,C,,,,
27, 500 THHN CU STRANDED 4,,,,3.00,,,45.00,,"$68,822.15",,,M,38.00,,M,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
"4,166",2 1/2 ALUM BEND,,,,0.00,,,0.00,,$0.00,,,X,50.00,,C,,,,
"6,070",HEX LAG BLT 3/8X1-1/4,,,,0.25,,,6.00,,"$1,503.60",,,C,7.00,,C,,,,
"4,178",2 1/2 ALUM COUPLING,,,,0.00,,,3.00,,"$10,336.20",,,C,10.00,,C,,,,
"25,513",,"3#500& 1#3 2 1/2"" ALUM STRA",,,,$230.57, ,,0.246,, ,$204.69,,, ,,$230.28,, ,
Item #,Item Name,,,,BPQty,,,BPConst,,Price 1,,,,Bid Lbr,,,,,,
27, 500 THHN CU STRANDED 4,,,,3.00,,,45.00,,"$68,822.15",,,M,38.00,,M,,,,
"4,592",2 1/2 LOCKNUT,,,,0.00,,,4.00,,"$1,031.33",,,C,22.42,,C,,,,
